-1.198375932089405069e+03,-1.014897468679441772e+03,-8.591643741181678706e+02,-7.311766484055578985e+02,-6.309342915416318647e+02,-5.584373035263806742e+02,-5.136856843598043270e+02,-4.966794340419119180e+02,-5.074185525726888955e+02,-5.459030399521516301e+02,-6.121328961802837512e+02,-7.061081212570979915e+02,-8.278287151825816181e+02,-9.772946779567528210e+02,-1.154506009579600686e+03
-1.125478649107223646e+03,-9.459787735160725788e+02,-7.935434247701368804e+02,-6.681726028694311026e+02,-5.698663078139552454e+02,-4.986245396037002138e+02,-4.544472982386805597e+02,-4.373345837188853693e+02,-4.472863960443146425e+02,-4.843027352149756553e+02,-5.483836012308574936e+02,-6.395289940919656146e+02,-7.577389137983072942e+02,-9.030133603498716184e+02,-1.075352333746662225e+03
-1.058131983123626014e+03,-8.824723754966989873e+02,-7.332212093676289442e+02,-6.103784847363976951e+02,-5.139442016030216109e+02,-4.439183599674861398e+02,-4.003009598298040146e+02,-3.830920011899752353e+02,-3.922914840479907070e+02,-4.278994084038558867e+02,-4.899157742575762313e+02,-5.783405816091335510e+02,-6.931738304585369406e+02,-8.344155208058045901e+02,-1.002065652650905577e+03
-9.960005920401299591e+02,-8.240494061476538263e+02,-6.778741471867351720e+02,-5.574748151573830910e+02,-4.628514100595866694e+02,-3.940039318933604591e+02,-3.509323806586935461e+02,-3.336367563555895686e+02,-3.421170589840430694e+02,-3.763732885440686005e+02,-4.364054450356516099e+02,-5.222135284587975548e+02,-6.337975388135027970e+02,-7.711574760997764315e+02,-9.342933403176093634e+02
-9.387714411729111816e+02,-7.704029267818777953e+02,-6.272002798272833388e+02,-5.091635003091369072e+02,-4.162925882274257674e+02,-3.485875435821608335e+02,-3.060483663733402864e+02,-2.886750566009550312e+02,-2.964676142650087058e+02,-3.294260393655158623e+02,-3.875503319024528537e+02,-4.708404918758396889e+02,-5.792965192856636349e+02,-7.129184141319337868e+02,-8.717061764146465066e+02
-8.861521225713686363e+02,-7.212462740630007829e+02,-5.809176380987819357e+02,-4.651662146787211896e+02,-3.739920038028294584e+02,-3.073950054710812765e+02,-2.653752196834948336e+02,-2.479326464400646728e+02,-2.550672857407926131e+02,-2.867791375856677405e+02,-3.430682019747137019e+02,-4.239344789079068505e+02,-5.293779683852617381e+02,-6.593986704067783648e+02,-8.139965849724458167e+02
-8.378693170025244399e+02,-6.763115461259922085e+02,-5.387627477523683410e+02,-4.252229218816564753e+02,-3.356920685138638873e+02,-2.701701876489742062e+02,-2.286572792870001649e+02,-2.111533434279344874e+02,-2.176583800717808117e+02,-2.481723892185427758e+02,-3.026953708682112847e+02,-3.812273250207936144e+02,-4.837682516762915839e+02,-6.103181508346979172e+02,-7.608770224960162523e+02
-7.936673851015466425e+02,-6.353482159467448582e+02,-5.004892609062962947e+02,-3.890905199802027710e+02,-3.011519931684570111e+02,-2.366736804710662909e+02,-1.956555818880287916e+02,-1.780976974193445130e+02,-1.840000270650116363e+02,-2.133625708250283424e+02,-2.661853286994019072e+02,-3.424683006881214169e+02,-4.422114867912014233e+02,-5.654148870086291936e+02,-7.120785013404101846e+02
-7.533070755974958956e+02,-5.981218600418987990e+02,-4.658667013860385850e+02,-3.565415996299079779e+02,-2.701465547735069777e+02,-2.066815668168410411e+02,-1.661466357599119874e+02,-1.485417616027198164e+02,-1.538669443452572523e+02,-1.821221839875242949e+02,-2.333074805295264014e+02,-3.074228339712581146e+02,-4.044682443127285296e+02,-5.244437115539303704e+02,-6.673492356948654560e+02
-7.165643397715984975e+02,-5.644129918114404063e+02,-4.346793134171994097e+02,-3.273633045888500419e+02,-2.424649653264123117e+02,-1.799842956298716672e+02,-1.399212954992481173e+02,-1.222759649345180151e+02,-1.270483039357013695e+02,-1.542383125027818096e+02,-2.038459906357757063e+02,-2.758713383346703267e+02,-3.703143555994674898e+02,-4.871750424301817475e+02,-6.264533988267930908e+02
-6.832292424129764186e+02,-5.340159899287491498e+02,-4.067250041891538785e+02,-3.013562851941960616e+02,-2.179098329438702422e+02,-1.563856474381800581e+02,-1.167837286771200525e+02,-9.910407666069568222e+01,-1.033466913889087664e+02,-1.295115728617483910e+02,-1.775987210792291080e+02,-2.476081360413400034e+02,-3.395398177480847153e+02,-4.533937661994614245e+02,-5.891699813954755882e+02
-6.531049605204470936e+02,-5.067381131527263278e+02,-3.818143717663488133e+02,-2.783337363613309208e+02,-1.962962069376435466e+02,-1.357017834953139754e+02,-9.655046603433129349e+01,-7.884225455468822474e+01,-8.257714905640114011e+01,-1.077551495394554877e+02,-1.543762560038585434e+02,-2.224404684496066693e+02,-3.119477868767016844e+02,-4.228982112851417696e+02,-5.552917416749378390e+02
-6.260068618744035120e+02,-4.823985937999814269e+02,-3.597698106772959363e+02,-2.581205125063488595e+02,-1.774506992871492912e+02,-1.177603710196844986e+02,-7.904952770395811967e+01,-6.131816933997561136e+01,-6.456629592773879267e+01,-8.879390746723674965e+01,-1.340010039584822152e+02,-2.001875854014624565e+02,-2.873536517961902064e+02,-3.954992031426527319e+02,-5.246242394408536711e+02
-6.017616563823021352e+02,-4.608278028834292854e+02,-3.404246882713023297e+02,-2.405523125459321818e+02,-1.612106757073188419e+02,-1.023997777554550339e+02,-6.411961869035349082e+01,-4.637019851198692777e+01,-4.915151722038990556e+01,-7.246357481554969127e+01,-1.163063712974571899e+02,-1.806799066661160396e+02,-2.655841809215280591e+02,-3.710191940636987056e+02,-4.969849460926225220e+02
-5.802066137965748567e+02,-4.418664806094302548e+02,-3.236225856105493222e+02,-2.254749287999338776e+02,-1.474235101775911971e+02,-8.946832974351764278e+01,-5.160938749770048162e+01,-3.384668344016336050e+01,-3.618021757089354651e+01,-5.860998988988558267e+01,-1.011360003971449260e+02,-1.637582490926770333e+02,-2.464767359764746288e+02,-3.492914610485377125e+02,-4.722024243088717412e+02
-5.611888420247078102e+02,-4.253650265375645176e+02,-3.092165972699776830e+02,-2.127435542219564013e+02,-1.359458973934915775e+02,-7.882362678458866867e+01,-4.137674239524403674e+01,-2.360524422546131973e+01,-2.550913227524415561e+01,-4.708840654457799246e+01,-8.834306703348283918e+01,-1.492731137419441438e+02,-2.298785466699600875e+02,-3.301593658175397650e+02,-4.501155711846868144e+02
-5.445646208061980360e+02,-4.111828442544037898e+02,-2.970686849586336393e+02,-2.022221429188894035e+02,-1.266432181351765394e+02,-7.033191060748231394e+01,-3.328822033581582218e+01,-1.551214732017888309e+01,-1.700369156056422071e+01,-3.776285305697365402e+01,-7.778963180941264000e+01,-1.370840278178793596e+02,-2.156460410823665370e+02,-3.134756716028814481e+02,-4.305729193794259118e+02
-5.301987860279796223e+02,-3.991877359024429097e+02,-2.870490803599086576e+02,-1.937828194003895987e+02,-1.193889530238820953e+02,-6.386748123038069025e+01,-2.721840401988902158e+01,-9.441721392407089297e+00,-1.053743334793125541e+01,-3.050553988646879588e+01,-6.934604100801425375e+01,-1.270589367125694480e+02,-2.036442270001289216e+02,-2.991019118707017697e+02,-4.134319913242843541e+02
-5.179641603951558864e+02,-3.892553423442304847e+02,-2.790357330221258962e+02,-1.873053324288330259e+02,-1.140641405643536928e+02,-5.931215742869153473e+01,-2.304938302184473287e+01,-5.275817343811468163e+00,-5.991460394591740624e+00,-2.519631217418736924e+01,-6.289037268259653501e+01,-1.190736419198228759e+02,-1.937461198858572970e+02,-2.869078065807143503e+02,-3.985587020043813027e+02
-5.077410265731296022e+02,-3.812686251354289197e+02,-2.729137995197406781e+02,-1.826765497260685152e+02,-1.105568757544042455e+02,-5.655477760474514071e+01,-2.067025527710848110e+01,-2.903308771479714778e+00,-3.253938087857932260e+00,-2.172214322625131899e+01,-5.830792418665350851e+01,-1.130112809690717768e+02,-1.858322135735024858e+02,-2.767707219999365407e+02,-3.858268062483848553e+02
